"","pit_tag_number","observable","value","method","collection","unit","event","trial"
"6515","0900008800752425","globulin","21.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6516","0900008800752425","cholesterol","8.7","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6517","0900008800752425","creatine_phosphokinase","7161.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6518","0900008800752470","c-reactive_protein","0.68","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"6519","0900008800752470","glutamate_dehydrogenase","187.3","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6520","0900008800752470","potassium","5.43","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6521","0900008800752470","prostaglandin_e2","91.2","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"6522","0900008800752470","aspartate_aminotransferase","428.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6523","0900008800752470","sodium","174.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6524","0900008800752470","lymphocytes_abs","21.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6525","0900008800752470","alkaline_phosphatase","28.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6526","0900008800752470","albumin","18.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6527","0900008800752470","chloride","139.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6528","0900008800752470","phosphate","3.31","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6529","0900008800752470","creatine_phosphokinase","1589.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6530","0900008800752470","total_protein","39.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6531","0900008800752470","haemoglobin","94.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"6532","0900008800752470","haptoglobin","10.68","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"6533","0900008800752470","monocytes","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6534","0900008800752483","globulin","23.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6535","0900008800752483","monocytes_abs","0.5","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6536","0900008800752483","magnesium","1.03","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6537","0900008800752483","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"6538","0900008800752483","cortisol","461.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"6539","0900008800752483","alkaline_phosphatase","17.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6540","0900008800752483","haematocrit","41.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6541","0900008800752483","albumin","17.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6542","0900008800752483","total_protein","40.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6543","0900008800752483","glutamate_dehydrogenase","120.3","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6544","0900008800752483","creatinine","7.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"6545","0900008800752483","aspartate_aminotransferase","319.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6546","0900008800752483","glucose","6.59","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6547","0900008800752483","lymphocytes_abs","52.6","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6548","0900008800752483","calcium","2.89","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6549","0900008800752483","lymphocytes","97.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6550","0900008800752483","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6551","0900008800752483","potassium","7.07","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6552","0900008800752483","sodium","163.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6553","0900008800752483","neutrophils","2.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6554","0900008800752483","neutrophils_abs","1.1","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6555","0900008800752483","cholesterol","8.3","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6556","0900008800752483","triglycerides","0.68","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6557","0900008800752527","globulin","22.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6558","0900008800752527","c-reactive_protein","3.89","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6559","0900008800752527","total_protein","36.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6560","0900008800752527","chloride","135.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6561","0900008800752527","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6562","0900008800752527","haptoglobin","16.42","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"6563","0900008800752527","glucose","4.37","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6564","0900008800752553","albumin","15.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6565","0900008800752553","alanine_aminotransferase","13.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6566","0900008800752553","lymphocytes_abs","18.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6567","0900008800752553","phosphate","3.1","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6568","0900008800752553","magnesium","1.11","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6569","0900008800752553","c-reactive_protein","0.4","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"6570","0900008800752553","haemoglobin","97.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"6571","0900008800752593","magnesium","1.27","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6572","0900008800752593","white_blood_cell_count","33.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6573","0900008800752593","lymphocytes","99.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6574","0900008800752593","albumin","16.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6575","0900008800752593","c-reactive_protein","2.38","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"6576","0900008800752593","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6577","0900008800752593","prostaglandin_e2","68.5","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"6578","0900008800752593","calcium","3.06","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6579","0900008800752593","total_protein","37.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6580","0900008800752593","creatinine","16.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"6581","0900008800752593","globulin","21.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"6582","0900008800752593","cholesterol","8.8","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6583","0900008800752593","alanine_aminotransferase","2.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6584","0900008800752593","triglycerides","1.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6585","0900008800752593","sodium","179.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6586","0900008800752593","potassium","5.41","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6587","0900008800752593","glutamate_dehydrogenase","67.7","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6588","0900008800752593","monocytes","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6589","0900008800752593","neutrophils","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6590","0900008800752619","haptoglobin","16.52","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"6591","0900008800752619","monocytes_abs","0.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"6592","0900008800752619","alkaline_phosphatase","20.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"6593","0900008800752619","glucose","5.86","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"6594","0900008800752619","haematocrit","40.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"6595","0900008800752674","glutamate_dehydrogenase","79.6","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6596","0900008800752674","triglycerides","1.07","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6597","0900008800752674","lymphocytes","98.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6598","0900008800752674","haptoglobin","12.57","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"6599","0900008800752674","neutrophils_abs","0.5","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6600","0900008800752674","phosphate","3.43","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6601","0900008800752674","globulin","21.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6602","0900008800752674","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6603","0900008800752674","white_blood_cell_count","26.6","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6604","0900008800752674","c-reactive_protein","1.21","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6605","0900008800752674","sodium","170.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6606","0900008800752674","creatine_phosphokinase","1399.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6607","0900008800752674","albumin","15.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6608","0900008800752674","magnesium","1.1","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6609","0900008800752674","potassium","3.29","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6610","0900008800752674","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6611","0900008800752674","alkaline_phosphatase","30.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6612","0900008800752674","chloride","138.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6613","0900008800752674","calcium","2.93","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6614","0900008800752674","prostaglandin_e2","84.2","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6615","0900008800752674","total_protein","36.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6616","0900008800752674","neutrophils","2.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6617","0900008800752674","creatinine","19.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6618","0900008800752674","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6619","0900008800752676","creatine_phosphokinase","19519.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6620","0900008800752676","globulin","24.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6621","0900008800752676","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6622","0900008800752676","albumin","18.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6623","0900008800752676","triglycerides","1.09","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6624","0900008800752676","prostaglandin_e2","89.94","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6625","0900008800752676","alanine_aminotransferase","9.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6626","0900008800752676","neutrophils","2.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6627","0900008800752676","sodium","169.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6628","0900008800752676","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6629","0900008800752676","lymphocytes_abs","32.3","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6630","0900008800752676","magnesium","1.15","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6631","0900008800752676","alkaline_phosphatase","33.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6632","0900008800752679","neutrophils","3.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6633","0900008800752679","total_protein","44.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6634","0900008800752281","prostaglandin_e2","73.28","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6635","0900008800752281","neutrophils","7.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6636","0900008800752281","c-reactive_protein","1.02","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6637","0900008800752281","lymphocytes_abs","14.3","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6638","0900008800752281","creatinine","18.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6639","0900008800752281","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6640","0900008800752330","urea","0.7","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6641","0900008800752330","cortisol","693.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"6642","0900008800752330","aspartate_aminotransferase","289.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6643","0900008800752330","cholesterol","8.7","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6644","0900008800752330","phosphate","3.17","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6645","0900008800752330","chloride","133.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6646","0900008800752330","lymphocytes_abs","19.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6647","0900008800752330","white_blood_cell_count","19.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6648","0900008800752344","albumin","15.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6649","0900008800752344","triglycerides","0.88","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6650","0900008800752344","haptoglobin","16.87","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"6651","0900008800752344","total_protein","33.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6652","0900008800752344","creatine_phosphokinase","3102.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6653","0900008800752344","alkaline_phosphatase","21.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6654","0900008800752344","alanine_aminotransferase","3.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6655","0900008800752344","potassium","4.27","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6656","0900008800752344","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6657","0900008800752344","prostaglandin_e2","64.02","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6658","0900008800752344","creatinine","14.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6659","0900008800752344","sodium","164.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6660","0900008800752344","neutrophils","1.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6661","0900008800752344","c-reactive_protein","2.15","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6662","0900008800752344","aspartate_aminotransferase","268.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6663","0900008800752344","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6664","0900008800752344","glucose","5.34","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6665","0900008800752344","neutrophils_abs","0.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6666","0900008800752344","cholesterol","7.9","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6667","0900008800752344","globulin","18.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6668","0900008800752344","calcium","2.75","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6669","0900008800752344","glutamate_dehydrogenase","69.1","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6670","0900008800752344","phosphate","3.18","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6671","0900008800752344","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6672","0900008800752388","potassium","3.17","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6673","0900008800752388","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6674","0900008800752388","aspartate_aminotransferase","284.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6675","0900008800752388","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6676","0900008800752388","lymphocytes","100.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6677","0900008800752388","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6678","0900008800752388","sodium","166.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6679","0900008800752388","albumin","16.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6680","0900008800752388","lymphocytes_abs","32.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6681","0900008800752388","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6682","0900008800752388","alkaline_phosphatase","33.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6683","0900008800752388","total_protein","38.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6684","0900008800752388","globulin","22.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6685","0900008800752388","neutrophils_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6686","0900008800752388","white_blood_cell_count","32.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6687","0900008800752388","prostaglandin_e2","60.63","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6688","0900008800752388","calcium","2.75","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6689","0900008800752388","urea","0.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6690","0900008800752388","magnesium","0.93","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6691","0900008800752388","creatinine","8.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6692","0900008800752388","glutamate_dehydrogenase","130.9","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6693","0900008800752388","creatine_phosphokinase","2439.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6694","0900008800752388","chloride","135.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6695","0900008800752425","chloride","137.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6696","0900008800752425","aspartate_aminotransferase","340.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6697","0900008800752425","glutamate_dehydrogenase","104.1","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6698","0900008800752425","magnesium","1.13","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6699","0900008800752425","sodium","173.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6700","0900008800752425","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6701","0900008800752425","urea","0.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6702","0900008800752425","lymphocytes_abs","35.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6703","0900008800752425","neutrophils_abs","0.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6704","0900008800752425","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6705","0900008800752425","total_protein","38.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6706","0900008800752425","prostaglandin_e2","88.95","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6707","0900008800752425","neutrophils","1.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6708","0900008800752425","white_blood_cell_count","35.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6709","0900008800752425","creatinine","12.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6710","0900008800752521","chloride","138.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6711","0900008800752521","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6712","0900008800752521","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6713","0900008800752521","triglycerides","0.83","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6714","0900008800752521","total_protein","37.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6715","0900008800752521","c-reactive_protein","2.78","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6716","0900008800752521","alkaline_phosphatase","32.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6717","0900008800752521","neutrophils_abs","0.5","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6718","0900008800752521","potassium","3.1","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6719","0900008800752521","calcium","2.85","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6720","0900008800752521","globulin","20.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6721","0900008800752521","sodium","169.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6722","0900008800752521","white_blood_cell_count","24.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6723","0900008800752521","haptoglobin","16.63","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"6724","0900008800752521","lymphocytes","98.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6725","0900008800752521","creatine_phosphokinase","1542.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6726","0900008800752521","phosphate","3.37","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6727","0900008800752521","creatinine","13.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6728","0900008800752521","cortisol","199.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"6729","0900008800752521","haematocrit","41.5","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6730","0900008800752527","albumin","15.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6731","0900008800752527","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6732","0900008800752527","neutrophils","5.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6733","0900008800752527","lymphocytes_abs","35.3","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6734","0900008800752527","lymphocytes","95.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6735","0900008800752527","triglycerides","1.08","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6736","0900008800752527","aspartate_aminotransferase","188.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6737","0900008800752527","alkaline_phosphatase","25.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6738","0900008800752527","neutrophils_abs","1.9","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6739","0900008800752527","alanine_aminotransferase","3.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6740","0900008800752527","sodium","162.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6741","0900008800752527","magnesium","0.96","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6742","0900008800752527","haematocrit","34.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6743","0900008800752527","glutamate_dehydrogenase","132.2","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6744","0900008800752527","potassium","3.18","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6745","0900008800752527","prostaglandin_e2","54.04","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6746","0900008800752527","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6747","0900008800752527","urea","0.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6748","0900008800752527","white_blood_cell_count","37.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6749","0900008800752674","aspartate_aminotransferase","263.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6750","0900008800752674","cholesterol","8.2","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6751","0900008800752674","urea","0.6","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6752","0900008800752674","haematocrit","37.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6753","0900008800752674","lymphocytes_abs","26.1","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6754","0900008800752674","cortisol","305.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"6755","0900008800752674","glucose","4.84","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6756","0900008800752679","chloride","130.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6757","0900008800752679","lymphocytes","97.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6758","0900008800752679","c-reactive_protein","1.5","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6759","0900008800752679","cortisol","390.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"6760","0900008800752679","prostaglandin_e2","98.11","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6761","0900008800752679","sodium","159.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6762","0900008800752679","white_blood_cell_count","29.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6763","0900008800752679","glutamate_dehydrogenase","48.3","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6764","0900008800752679","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6765","0900008800752679","creatinine","12.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"6766","0900008800752679","cholesterol","11.6","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6767","0900008800752713","c-reactive_protein","1.49","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"6768","0900008800752713","phosphate","3.02","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6769","0900008800752713","aspartate_aminotransferase","266.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6770","0900008800752713","prostaglandin_e2","51.29","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"6771","0900008800752713","alkaline_phosphatase","23.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6772","0900008800752713","urea","0.3","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6773","0900008800752713","sodium","161.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6774","0900008800752713","triglycerides","0.66","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6775","0900008800752713","haptoglobin","10.86","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"6776","0900008800752713","potassium","4.38","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"6777","0900008800752713","lymphocytes_abs","20.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"6778","0900008800752713","haematocrit","35.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"6779","0900008800752713","globulin","20.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"6780","0900008800752713","glutamate_dehydrogenase","50.8","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"6781","0900008800752713","neutrophils_abs","0.6","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
